Facility Id,Facility Name,Facility Type,Bed Capacity,Region,Licence Issue Date,Inspection Date,Gps Location,Remarks
HF-005084,Burns-Group Polyclinic,Community Health Center,496,,2020-11-26,2022-08-12,,
HF-005085,Williams and Sons,,21,St. John,2018-04-30,2019-11-22,"-58.77313, 13.02266",
HF-005086,"Harris, Ryan and Johnson",Polyclinic,393,St. Michael,2018-04-21,2020-05-28,"-59.20863, 12.74145",
HF-005087,"Vaughan, Mcclain and Guerrero Infirmary",Community Health Center,0,St. Michael,2023-10-02,2024-11-06,"13.18002, -58.76575",
HF-005088,Young-Waters Hospital,,0,,2021-01-20,2023-11-25,"131337.0, 585714.0",Good
HF-005089,Frazier Group,Hospital,0,,2018-01-26,2022-02-23,"13.19958, -59.12036",
HF-005090,"Martinez, Baker and Adams Hospital",Hospital,324,St. Joseph,2022-06-25,2022-10-31,"125240.0, 59641.0",
HF-005091,"Johnson, Love and Macdonald",Polyclinic,185,,2016-01-11,2023-01-29,"125424.0, 58581.0",
HF-005092,Harris-Perez,Polyclinic,35,St. Andrew,2025-04-03,2025-09-08,,
HF-005093,"Garcia, Mcmillan and Thomas Hospital",Polyclinic,0,,2018-01-24,2022-06-23,"12.87541, -59.20161",
HF-005094,"Jackson, Morgan and Long Clinic",Polyclinic,230,,2022-07-15,2024-01-18,"-58.83091, 13.02378",Good
HF-005095,Richards-Smith,Polyclinic,0,St. Lucy,2019-02-07,2025-09-26,"131654.0, 5997.0",
HF-005096,"Smith, Jones and King Medical Center",Polyclinic,306,,2020-09-18,2025-02-01,,
HF-005098,Mcknight LLC Health Centre,Polyclinic,10,,2021-11-30,2023-03-13,,
HF-005099,Moore Group Hospital,Polyclinic,447,,2019-06-07,2021-11-16,"125211.0, 584922.0",
HF-005100,Hernandez-Farmer Hospital,Community Health Center,9,,2020-03-31,2022-09-21,,Needs upgrade
HF-005101,Lang-Sanchez,Community Health Center,283,,2019-10-12,2022-11-22,"12549.0, 584420.0",Good
HF-005102,Thomas,,109,,2016-11-25,2024-06-08,"12.76324, -59.01536",
HF-005104,Jones Hospital,Hospital,0,,2020-07-31,2022-04-13,"-58.97099, 12.81502",Needs upgrade
HF-005105,"Parker, Sexton and Murray",Polyclinic,135,,2020-03-08,2020-05-29,"12.86577, -59.17574",Reinspection due
HF-005106,Potter-Pitts,Community Health Center,141,,2021-12-02,2025-05-09,"13029.0, 585333.0",Follow-up 2023
HF-005107,"Rogers, Kelley and Thompson Clinic",Polyclinic,219,,2016-12-19,2019-05-24,"13442.0, 585427.0",
HF-005108,Dyer-Peters,Community Health Center,289,,2018-09-13,2024-01-08,,
HF-005109,Tucker Ltd Medical Center,Polyclinic,431,,2023-09-13,2025-06-12,,
HF-005110,Williams-Green Polyclinic,Hospital,0,,2021-02-02,2023-03-27,"131212.0, 584743.0",
HF-005111,Miller- Medical Center,,371,St. Peter,2016-01-14,2019-03-01,"125145.0, 585125.0",
HF-005112,"Graham, Arnold and Kaufman",,187,,2021-07-23,2024-12-06,,
HF-005113,Stevens,,92,,2020-10-12,2025-08-03,,Follow-up 2023
HF-005114,"Chung, Cowan and Berger Clinic",Polyclinic,217,,2021-01-30,2024-08-23,,
HF-005115,Anderson-Huerta,Hospital,10,,2019-08-24,2021-08-12,"13.07194, -58.93193",
HF-005116,"Vaughan, Thompson and Bishop Infirmary",Polyclinic,0,,2020-04-18,2020-11-17,,Needs upgrade
HF-005117,"Douglas, Silva and Walton Hospital",Hospital,236,,2018-11-08,2021-02-24,"12.76549, -58.82525",
HF-005118,Wyatt Ltd,Community Health Center,10,,2020-12-28,2024-09-11,,Good
HF-005119,"Davis, Ayala and Jones",Hospital,0,St. George,2023-08-10,2024-04-28,,Needs upgrade
HF-005120,Williams-Davis Hospital,Community Health Center,65,,2019-05-05,2024-05-01,"13.15451, -58.86564",
HF-005121,Butler-Taylor,,392,,2019-11-26,2020-06-27,"-59.00756, 12.93263",Follow-up 2023
HF-005122,Brown LLC Health Centre,,0,,2018-06-26,2020-12-25,"-59.05678, 12.85731",
HF-005123,Roberts Hospital.,Community Health Center,0,,2016-08-16,2023-12-01,"-58.81558, 13.03542",Needs upgrade
HF-005124,"Beck, Owens and Lopez Medical Center",,64,,2023-04-27,2024-10-24,"-58.72803, 13.05895",Good
HF-005125,Cannon-Goodman Hospital,Community Health Center,95,,2020-12-10,2022-06-04,"-59.0243, 13.07957",Follow-up 2023
HF-005126,Jones LLC,Polyclinic,0,,2022-05-16,2024-03-15,"13.04801, -59.22678",Reinspection due
HF-005127,"Fuller,-Davis-and-Reynolds Infirmary",,0,,2016-09-13,2019-12-01,"124351.0, 585248.0",Good
HF-005128,Hale and Sons,,134,St. Peter,2019-11-01,2024-02-23,"12.85907, -59.17161",Follow-up 2023
HF-005129,Johnson Group Medical Center,,469,St. George,2018-12-09,2019-06-29,"124457.0, 59211.0",Reinspection due
HF-005130,Brady Group Hospital,Polyclinic,37,,2019-08-03,2025-10-20,"12.83854, -59.08591",
HF-005131,Zimmerman-Collins Hospital,Community Health Center,10,,2018-08-18,2019-03-12,,Reinspection due
HF-005132,Allen Group,Community Health Center,210,,2021-02-17,2022-03-26,,Good
HF-005133,Brown LLC,Community Health Center,94,,2020-01-06,2023-04-07,"131344.0, 585414.0",Needs upgrade
HF-005134,"Ramos, Blake and Patterson Infirmary",Community Health Center,358,St. John,2018-06-02,2022-02-10,,
HF-005135,Lee Inc,Polyclinic,290,,2019-10-04,2021-03-24,,
HF-005136,Mitchell-Reyes Infirmary,Polyclinic,0,,2023-03-06,2024-12-12,"-58.87359, 13.26307",
HF-005137,"Fuller, Roberson and Schneider",Hospital,0,St. George,2021-10-07,2023-10-18,,Needs upgrade
HF-005138,"Cain, Fitzgerald and Williams",,464,,2016-04-04,2021-06-15,"125934.0, 585450.0",Follow-up 2023
HF-005139,"Lynch, Bradford and Hawkins Infirmary",Polyclinic,92,,2018-11-20,2025-10-16,"-59.13637, 13.28339",
HF-005140,"Jackson, Miller and Perry Clinic",Hospital,442,,2021-11-28,2023-01-12,"131438.0, 584658.0",
HF-005141,"Carey, Tran and Holloway Hospital",Community Health Center,306,,2021-06-24,2023-05-12,,Needs upgrade
HF-005142,Scott Group Health Centre,Hospital,284,St. Andrew,2016-05-11,2021-02-08,,
HF-005143,Bradley LLC,Hospital,0,,2018-01-27,2021-06-08,"-59.09661, 12.80154",Good
HF-005145,Freeman-Lopez Polyclinic,Community Health Center,387,St. George,2018-10-19,2020-02-09,,Needs upgrade
HF-005146,"Johnson, Hayes and Strickland Infirmary",Community Health Center,45,,2016-06-01,2018-12-04,"125224.0, 591259.0",
HF-005148,"Porter,-Horton-and-Walker Hospital",,0,,2020-01-02,2023-09-06,"125036.0, 591115.0",
HF-005150,Wood Group Hospital,Polyclinic,10,,2021-02-27,2022-07-14,,Follow-up 2023
HF-005151,"Miller, Jenkins and Cummings Hospital",Community Health Center,10,St. Andrew,2018-04-01,2022-05-20,,
HF-005152,"Anderson,-Valenzuela-and-Andrade",Polyclinic,0,,2024-11-07,2025-02-08,"12.70665, -58.87669",
HF-005153,Palmer-Hill Polyclinic,Community Health Center,0,St. Joseph,2020-07-20,2023-12-12,,Follow-up 2023
HF-005154,"Vaughn, Wilkinson and Reid",Polyclinic,0,,2016-11-09,,,
HF-005155,Young LLC Infirmary,Community Health Center,0,St. George,2020-03-02,2021-07-22,"-59.24999, 13.1819",
HF-005156,Vasquez-Mays Hospital,Community Health Center,485,,2024-01-28,2025-07-11,"-59.05471, 12.75769",Good
HF-005157,"Fields, Flowers and Rosales Polyclinic",,221,,2023-11-28,2025-05-31,"12.75649, -59.23629",Good
HF-005158,"Alvarez, Montgomery and Velez Hospital",,0,,2017-03-04,2021-10-14,"-58.77233, 12.96735",Good
HF-005159,Poole Health Centre,Polyclinic,75,St. James,2017-07-31,2025-05-16,,
HF-005160,"Hodges,-Potts-and-Davila",Hospital,0,St. James,2016-12-02,2022-11-15,"131723.0, 5927.0",
HF-005161,Evans LLC Hospital,,231,,2023-05-14,2023-12-22,,Follow-up 2023
HF-005162,"Wong, Garrett and Levy Hospital",Community Health Center,325,,2023-04-20,2025-08-30,,Needs upgrade
HF-005163,"Johnson, Reese and Gutierrez",Community Health Center,464,,2019-11-09,2020-10-03,"13.26548, -58.74104",
HF-005164,Romero Ltd Hospital,Community Health Center,152,,2016-08-26,2022-02-27,"125937.0, 59716.0",Good
HF-005165,"Snyder, Parsons and Hernandez Hospital",Hospital,218,,2024-09-23,2025-04-13,"131610.0, 591130.0",
HF-005166,"Buchanan, Huff and Sosa Hospital",Community Health Center,21,St. Joseph,2017-03-18,2022-12-28,,
HF-005167,"Bridges,-Bray-and-Poole",Community Health Center,296,,2023-01-10,2024-08-31,"-59.09333, 12.94927",Follow-up 2023
HF-005168,Rose-Bond,Polyclinic,419,,2020-09-07,2025-10-06,"-58.83218, 12.90682",Reinspection due
HF-005169,Coleman Clinic,Community Health Center,10,St. Joseph,2019-04-07,2024-08-26,,
HF-005170,Coleman Clin,Community Health Center,10,St. Joseph,2019-04-07,2024-08-26,,
HF-005171,"Moss,-Shepherd-and-Norton Hospital",Polyclinic,275,,2020-07-15,2022-11-05,"-59.13144, 13.01976",Good
HF-005172,"Douglas,-Davis-and-Mcintyre Clinic",Polyclinic,206,,2019-06-02,2019-06-14,,Needs upgrade
HF-005173,Lopez LLC,Community Health Center,35,St. Michael,2020-06-01,2023-07-18,"-58.86529, 13.29125",
HF-005174,"Harrison, Morris and Perez Health Centre",Polyclinic,0,,2018-09-03,2020-06-19,"-58.78074, 12.8325",Follow-up 2023
HF-005175,Conley Ltd Health Centre,Community Health Center,0,,2018-07-06,2022-08-19,,Reinspection due
HF-005176,Parker-Collins Medical Center,Hospital,0,,2018-11-18,2021-01-01,,
HF-005177,"Cook, Ayers and Torres",Community Health Center,0,,2018-09-23,2022-11-12,,Follow-up 2023
HF-005178,Mccall LLC,Polyclinic,315,,2017-10-27,2020-03-23,"13.25126, -58.91958",
HF-005179,"Walker, Weeks and Lopez",Hospital,0,,2021-08-18,2021-12-08,"12.99938, -59.12488",Needs upgrade
HF-005180,Olsen Group Hospital,Community Health Center,0,,2016-06-30,2020-05-04,,Good
HF-005181,"Gilbert, Johnson and Davis Polyclinic",,0,,2023-01-30,2024-02-04,"12.84226, -58.89303",
HF-005182,Massey and Sons Hospital,Polyclinic,0,,2020-09-11,2025-05-19,"124657.0, 585151.0",Good
HF-005183,"Wright, Cross and Taylor Hospital",Community Health Center,489,,2019-08-12,2024-06-11,"-59.27789, 13.09189",
HF-005184,Blackburn Ltd,Polyclinic,0,,2017-10-22,2022-05-22,"125149.0, 585646.0",Reinspection due
HF-005185,Li-Jones Hospital,,84,St. Lucy,2016-12-07,2024-06-16,,
HF-005186,"Stafford,-Greene-and-Randall Infirmary",Polyclinic,0,,2020-01-21,2023-02-06,"124357.0, 585758.0",
HF-005187,"Smith, Robinson and Buchanan",,198,St. James,2023-05-25,2025-03-26,"-59.28319, 13.27193",
HF-005188,"Stevenson, Smith and Kramer Medical Center",Community Health Center,143,,2017-08-09,2019-06-28,"12.71194, -59.29913",
HF-005189,Castillo Inc Health Centre,,153,,2017-12-27,2019-10-31,"12.77075, -59.12447",Needs upgrade
HF-005190,Ross-and-Sons Hospital,Community Health Center,0,,2018-06-30,2019-06-06,"12.71716, -58.85781",Good
HF-005191,"Hicks, Thompson and Thompson",Community Health Center,0,,2018-02-15,2023-03-08,,Good
HF-005192,Hernandez-Lewis Hospital,Hospital,206,,2021-06-29,2023-08-18,"12.78786, -59.01533",Reinspection due
HF-005193,Villa-Keller,Polyclinic,371,,2020-01-11,2022-08-31,,
HF-005194,Perez-Bennett Medical Center,Community Health Center,344,,2018-02-10,2020-01-01,"125825.0, 59049.0",Follow-up 2023
HF-005195,"Jones, Smith and Molina Polyclinic",Community Health Center,251,,2017-12-05,2018-10-26,,Reinspection due
HF-005196,"Miranda,-Greer-and-Sanchez",Hospital,293,,2018-02-19,2021-11-04,"-58.71538, 12.89595",Needs upgrade
HF-005197,Bond LLC Polyclinic,Community Health Center,276,St. Andrew,2016-11-06,2019-07-10,"-58.87462, 13.28407",
HF-005198,"Williams,-Hicks-and-Gallagher Hospital",Polyclinic,0,St. Joseph,2020-09-19,2022-04-07,"-58.70667, 12.98721",
HF-005199,"Davis, Taylor and Saunders Hospital",Community Health Center,356,,2018-08-03,2022-04-15,,
HF-005200,Arnold-Hoffman,Polyclinic,270,,2024-05-08,2024-12-26,,Follow-up 2023
HF-005201,Brooks-Wood,Hospital,0,,2017-12-10,2019-10-10,,Needs upgrade
HF-005202,Campbell-Garrett Infirmary,Polyclinic,0,Christ Church,2019-01-13,2024-05-15,,
HF-005203,Taylor LLC Infirmary,Community Health Center,240,,2020-12-13,2021-12-04,"-58.73796, 13.13797",
HF-005204,Dodson Ltd Hospital,Community Health Center,137,,2020-12-21,2025-03-28,"-58.84419, 13.18153",
HF-005205,"Bass, Hall and Cline Hospital",Polyclinic,10,,2023-07-13,2023-08-14,,
HF-005206,Davenport-Wade,Polyclinic,255,,2018-05-11,2020-08-21,,Needs upgrade
HF-005207,"Walker, Carter and Cunningham Hospital",Community Health Center,333,,2023-04-04,2024-02-20,"124334.0, 58461.0",
HF-005208,Ayers-Baker,,0,,2019-04-05,2023-10-09,,
HF-005209,Bond-Armstrong,Community Health Center,0,,2017-09-17,2020-04-12,"13.28498, -58.93684",Good
HF-005210,Mclaughlin Ltd Clinic,Community Health Center,10,,2020-02-22,2025-05-24,,Good
HF-005211,"Diaz, Hudson and Tyler Hospital",,314,,2019-07-07,2023-12-30,"-58.86428, 12.7524",
HF-005212,Rodriguez-Mann Infirmary,Polyclinic,10,,2017-08-24,2018-08-29,"1300.0, 591227.0",Good
HF-005213,"Richardson,-Lopez-and-Armstrong Health Centre",Community Health Center,432,,2017-02-06,2025-11-03,,
HF-005214,Butler Ltd Health Centre,Hospital,0,,2016-12-29,2020-07-08,,
HF-005215,"Sharp, Curtis and Kramer Medical Center",Community Health Center,304,St. Joseph,2016-09-08,2018-08-25,,
HF-005216,"Perkins,-Dickerson-and-Wilson Hospital",Polyclinic,0,,2022-11-02,2025-07-24,"12.82989, -58.82628",
HF-005217,Bradley-Smith,Polyclinic,466,,2020-02-09,2024-01-30,"-59.04628, 12.91507",Good
HF-005218,Schroeder-Hill Hospital,Community Health Center,0,,2017-10-17,2018-02-11,"-59.25463, 13.22072",
HF-005219,"Bowman,-Garrett-and-Spears",Community Health Center,0,,2017-12-21,2019-01-26,"12.79494, -59.1157",
HF-005221,"Kidd, Mclaughlin and Nguyen",,10,,2020-04-28,2025-09-06,"13.08176, -59.03499",
HF-005222,Mason-Anderson,Community Health Center,269,,2016-08-29,2018-04-14,,
HF-005223,"Lowe,-Chaney-and-Bright Infirmary",Community Health Center,399,,2018-02-01,2025-04-21,,
HF-005224,"Hunter, Spencer and Ryan",Hospital,0,,2023-09-17,2024-09-07,"-58.98008, 12.93654",Reinspection due
HF-005225,Lozano Inc Polyclinic,Hospital,10,,2018-07-10,2021-04-23,,
HF-005226,Henson-Meyer,Hospital,398,,2017-03-13,2021-07-24,"12.95507, -58.8902",
HF-005227,"Williams, Miller and Wells",Hospital,126,,2018-12-09,2025-10-14,"13.2327, -58.91796",
HF-005228,Sellers-Harris Hospital,,106,,2021-02-25,2025-04-11,,Needs upgrade
HF-005229,"Hernandez,-Gonzalez-and-Taylor Health Centre",Community Health Center,0,,2020-06-26,2023-06-03,,Follow-up 2023
HF-005230,Hill-Underwood,,0,St. Peter,2020-11-25,2024-09-13,"-58.97375, 12.70521",
HF-005231,Wilson-Carpenter Clinic,Polyclinic,117,St. Peter,2018-09-26,2022-08-17,"-59.04321, 13.23277",
HF-005232,Reid-Cooper Infirmary,Community Health Center,363,St. George,2017-11-29,2019-01-19,,Follow-up 2023
HF-005233,Hutchinson-Smith Health Centre,Community Health Center,0,,2023-12-28,2025-07-21,"13.29419, -59.12917",
HF-005234,Lambert Ltd,Polyclinic,0,,2023-02-15,2025-03-16,"125932.0, 591648.0",Follow-up 2023
HF-005235,"Chavez, Rivas and Mcdonald Polyclinic",Community Health Center,0,St. Andrew,2021-11-27,2023-12-29,,Needs upgrade
HF-005237,"Perez, Cobb and Hood",,0,St. Lucy,2018-05-26,2024-12-03,"-59.13134, 12.88862",Needs upgrade
HF-005238,"Clark, Patton and Byrd Infirmary",Community Health Center,47,,2020-04-22,2021-04-27,,
HF-005239,Price LLC Hospital,,399,,2017-03-10,2019-11-07,"12.95602, -58.85939",Good
HF-005240,"Hutchinson, Sexton and Scott Medical Center",Community Health Center,323,,2019-06-25,2022-08-14,,Follow-up 2023
HF-005241,"Lewis, Rhodes and Proctor",Hospital,71,St. John,2020-01-29,2022-11-11,,
HF-005242,"Bush, Smith and Robles Hospital",Community Health Center,387,,2022-03-28,2024-01-11,,Good
HF-005243,"Johnson, Mitchell and Payne Hospital",Polyclinic,10,,2017-02-19,2020-11-09,"-58.91379, 13.16198",
HF-005244,"Hill, Young and Brown",Community Health Center,133,,2020-02-17,2022-10-22,"131233.0, 585039.0",Needs upgrade
HF-005245,"Mejia, Hall and Young Clinic",Community Health Center,10,,2018-08-25,2024-12-08,,
HF-005246,Smith-Sanders,Community Health Center,10,,2020-06-20,2023-07-02,"12.799, -58.97963",
HF-005247,"Hicks, Farmer and Williams",Hospital,0,,2022-06-08,2023-03-22,,Reinspection due
HF-005248,Palmer-Thompson Health Centre,Polyclinic,117,,2021-08-16,2023-10-20,,
HF-005249,Compton and Sons Medical Center,Community Health Center,0,,2022-11-11,2025-03-28,"1368.0, 58588.0",Good
HF-005250,Thornton-Inc Clinic,Community Health Center,0,,2024-05-11,2024-10-17,"-59.01204, 13.16117",Good
HF-005251,"Sanders, Brown and Smith Hospital",Polyclinic,63,,,2021-06-09,"-59.26017, 12.99215",Reinspection due
HF-005252,Hartman Ltd,Community Health Center,128,St. Peter,2017-05-14,2022-05-06,"12.8746, -58.78631",
HF-005254,Smith-Hernandez Polyclinic,,57,St. James,2016-12-29,2025-09-13,"-58.81243, 12.938",Follow-up 2023
HF-005255,"Kelly, Diaz and Macias Polyclinic",Community Health Center,0,St. Lucy,2018-09-14,2019-06-29,"12.75262, -59.10267",
HF-005256,Henry LLC,Polyclinic,0,,2019-08-14,2025-06-23,"124210.0, 584510.0",
HF-005257,Keller LLC Clinic,Community Health Center,53,,2021-04-13,2021-05-21,,Needs upgrade
HF-005258,Keller LLC Clin,Community Health Center,53,,2021-04-13,2021-05-21,,Needs upgrade
HF-005259,"Perkins, Williams and Bradford Hospital",Hospital,200,,2020-05-09,2023-01-14,"-58.83079, 13.05171",
HF-005260,Lopez LLC Health Centre,Community Health Center,10,,2016-06-23,2018-01-02,"12.83894, -59.29727",
HF-005261,Johnson-Myers Clinic,Polyclinic,0,St. John,,2022-09-10,"13170.0, 5917.0",
HF-005262,Garcia-Little Infirmary,Polyclinic,0,,2021-01-16,2023-01-11,"12.95116, -59.26959",Needs upgrade
HF-005263,"Hart,-Stokes-and-Flores Medical Center",Polyclinic,387,,2019-11-26,2020-07-18,,Reinspection due
HF-005264,"White,-Stafford-and-Bowers Hospital",Hospital,219,,2025-11-21,2025-12-20,,
HF-005265,"Nguyen, Rangel and Ross Clinic",Polyclinic,254,St. Peter,2019-11-22,2023-10-28,"-59.13734, 12.98726",
HF-005266,Holloway-Green,Community Health Center,437,,2022-03-08,2024-04-22,,
HF-005267,Sexton Group Health Centre,Community Health Center,0,,2018-10-14,2020-01-26,"-59.17751, 12.96603",
HF-005268,Garcia-,,371,,2022-05-14,2024-07-11,"-59.02292, 12.92921",
HF-005269,Madden-,Polyclinic,365,,2017-01-19,2019-06-04,"-58.84479, 13.15409",
HF-005270,Hall-Atkins Health Centre,Community Health Center,0,,2024-03-11,2025-07-11,"-58.89632, 12.99635",Good
HF-005271,"Rivera, Meyer and Martin",Community Health Center,98,,2021-05-15,2024-09-27,"125948.0, 59118.0",
HF-005272,"Dean,-White-and-Rice",Community Health Center,275,,2021-11-07,2022-12-13,"12539.0, 591436.0",Needs upgrade
HF-005273,Powell Group Hospital,Polyclinic,26,,2020-09-06,2022-08-05,"-59.02548, 13.13396",
HF-005274,"Black, Johnson and Hawkins Infirmary",Community Health Center,0,,2021-02-08,2021-05-07,"-58.9503, 13.25617",Good
HF-005275,"Lee,-Rogers-and-Jones Medical Center",Hospital,126,,2017-04-24,2022-03-09,"-58.98365, 13.16771",Reinspection due
HF-005276,Johnston Inc,Community Health Center,322,,2022-02-15,2023-04-10,"12471.0, 584424.0",Reinspection due
HF-005277,"Griffin, King and Morris Polyclinic",Polyclinic,272,,2022-08-06,2023-07-15,,Follow-up 2023
HF-005278,Campos-Mitchell,Polyclinic,0,,2019-02-16,2019-07-06,"-59.28899, 13.09074",
HF-005279,Odonnell Inc Health Centre,Community Health Center,472,,2019-02-02,2022-11-18,,
HF-005280,Garcia- Clinic,,258,,2018-04-27,2024-06-21,"-59.29447, 12.86003",Follow-up 2023
HF-005281,"Mccoy,-Vazquez-and-Matthews Clinic",Community Health Center,27,,2023-09-22,2025-03-07,,
HF-005282,Dillon Ltd Infirmary,,426,,2018-05-14,2019-11-09,,
HF-005283,Rogers-Thomas Medical Center,Polyclinic,181,,2020-06-11,2025-09-07,"-58.92621, 12.72235",
HF-005284,Brown-Pena Infirmary,,407,,2018-08-29,2024-06-10,"-59.14641, 12.7637",
HF-005285,Lang-Ltd,Community Health Center,183,,2024-02-27,2024-04-03,,Needs upgrade
HF-005286,"Hanson, Davis and Guerrero",Hospital,0,,2019-11-23,2021-06-22,"124756.0, 591352.0",Follow-up 2023
HF-005287,Gonzalez-Brock Clinic,,213,,2020-08-04,2022-08-01,"12477.0, 585331.0",
HF-005288,"Ross, Lewis and Cook Infirmary",Community Health Center,0,,,2022-08-02,"13444.0, 584310.0",
HF-005289,Santiago LLC Polyclinic,Polyclinic,155,,2016-04-03,2019-01-12,,Reinspection due
HF-005290,Wagner- Polyclinic,Polyclinic,20,,2018-02-09,2020-05-14,,Follow-up 2023
HF-005291,Parrish-Winters Medical Center,,0,,2016-09-28,2025-11-07,"-58.97089, 13.01071",Reinspection due
HF-005292,Colon-Shaw Hospital,Hospital,307,,2020-02-09,2024-06-16,"-59.03354, 12.86989",
HF-005293,"Bell, Harrington and Pearson Clinic",Community Health Center,150,,,2018-11-20,"12.72523, -58.74274",
HF-005294,Farley-Garcia Medical Center,Community Health Center,0,St. George,2017-06-03,2022-07-04,"125358.0, 585451.0",
HF-005295,Stephenson-Cabrera,Hospital,0,St. Andrew,,2022-11-29,"-58.8152, 13.03832",
HF-005296,Watkins-Adams Medical Center,Community Health Center,0,St. Joseph,2016-09-02,2019-01-05,,
HF-005297,"Williams, Gibbs and Gilbert",Community Health Center,345,,2019-08-15,2022-10-27,,
HF-005298,Hawkins Group,Community Health Center,0,,2018-09-28,2019-11-03,"-58.79325, 13.28444",
